round1_accuracy,round2_accuracy,round3_accuracy,coding_accuracy,avg_response_time,hint_usage_rate,attempt_count,streak_day,skip_attempts,topics_studied_count,conceptual_error_rate,application_error_rate,reasoning_error_rate,label
0.6692104,0.689402,0.42769018,0.51432544,0.4733216,0.4754813,0.37186083,0.04163965,0.030224925,0.46411625,0.17834476,0.34147424,0.55481714,Intermediate
0.7619099,0.70797384,0.4121172,0.3547966,0.45158553,0.55966127,0.28518593,0.016737461,0.33610347,0.30117092,0.11491006,0.44884983,0.62437475,Intermediate
1.0,0.85578513,0.6467354,0.72878367,0.2102437,0.086427785,0.09476166,0.0034451734,0.10347069,0.96152675,0.0,0.26263964,0.3990409,Placement-Ready
0.7576561,0.54527783,0.37853888,0.52406704,0.33943444,0.5604819,0.19504456,0.055412702,0.32333693,0.3085335,0.41593114,0.5340421,0.3020564,Intermediate
0.39401963,0.1714409,0.29040527,0.0779433,0.8411837,0.5978984,0.5268646,0.015103595,0.70428985,0.30336082,0.73766196,0.6959676,0.7474715,Beginner
0.93612313,0.82677585,0.9564626,0.8953156,0.1847872,0.12919405,0.06298299,0.1770254,0.09476176,0.977594,0.053551428,0.05218134,0.15898454,Placement-Ready
0.6020978,0.6961342,0.6679177,0.5761069,0.5580019,0.2983878,0.11030174,0.06694506,0.28561932,0.37528557,0.30920056,0.21234249,0.3377899,Intermediate
0.8599218,0.8311287,0.65762645,0.9458135,0.2573979,0.13625036,0.063553944,0.033018894,0.07495477,0.77712417,0.14819947,0.0,0.17480633,Placement-Ready
0.85267645,0.8046221,0.6235772,0.9475225,0.20846088,0.054377165,0.060628768,0.18518595,0.05449932,1.0,0.053142592,0.18404633,0.09685912,Placement-Ready
0.56865525,0.40751758,0.11050364,0.43575996,0.67745554,0.74884397,0.5703554,0.0037384972,0.31749284,0.09090909,0.7678528,0.42120212,0.66394216,Beginner
0.37289616,0.29928765,0.23425393,0.5822671,0.7026458,0.9822864,0.5218536,0.009039624,1.0,0.16717361,0.5438443,0.6922878,0.7792716,Beginner
0.42555675,0.2445662,0.37519908,0.16096199,0.98541194,0.54968,0.6975811,0.013400686,0.92424536,0.1223271,0.6104004,0.6325234,0.99977624,Beginner
0.8571866,0.86712694,0.7958418,0.8487019,0.20560072,0.18581225,0.060123682,0.13363153,0.017607577,0.8904271,0.04589183,0.10796456,0.07404766,Placement-Ready
0.71930224,0.5581968,0.27494475,0.4736845,0.22442321,0.084935814,0.10296199,0.079157,0.302431,0.5228976,0.36437854,0.45842758,0.5887828,Intermediate
0.40209433,0.2732683,0.25587305,0.29251713,0.9271948,0.6618763,0.7425009,0.005293186,0.31790653,0.09090909,0.53068346,0.8014379,0.6182512,Beginner
0.90099156,0.73940134,0.6836913,0.855674,0.22170272,0.02537614,0.08972715,0.17176828,0.06648091,0.7856129,0.050159544,0.17622201,0.1484313,Placement-Ready
0.5977605,0.79334414,0.32221195,0.5876859,0.3093271,0.44539195,0.3167383,0.021870006,0.38169187,0.41465688,0.38051912,0.58689034,0.7347942,Intermediate
0.74526095,0.6439228,0.6858796,0.71571267,0.30400863,0.5131094,0.36516207,0.055413913,0.38985503,0.4126221,0.15546957,0.7330918,0.3990807,Intermediate
0.45363158,0.73818964,0.54586387,0.66827303,0.51900387,0.36024243,0.24991769,0.01482645,0.48593065,0.43467763,0.17931233,0.5609584,0.2730328,Intermediate
0.37641314,0.28256863,0.18867482,0.24817683,0.92113173,0.60053396,0.62176913,0.0017646732,0.40117875,0.17900555,0.4559763,0.9590838,0.6568328,Beginner
0.940482,0.98467624,0.8323932,1.0,0.102953486,0.001928952,0.052672144,0.13748604,0.0,0.7953034,0.117229015,0.05086625,0.1066804,Placement-Ready
0.499347,0.29797602,0.14175293,0.16244397,0.8972251,0.58412695,0.4376893,0.017151104,0.6267578,0.2342903,0.5656473,0.7324144,0.72079664,Beginner
0.64231616,0.7419943,0.6064429,0.6199135,0.2771055,0.40248084,0.3096794,0.081258915,0.40294328,0.62368864,0.17616025,0.40103737,0.6644026,Intermediate
0.8979988,0.7440305,0.8057929,0.8560737,0.15819982,0.11710546,0.08744055,0.07248101,0.026607739,0.9631295,0.021215964,0.13621114,0.24271782,Placement-Ready
0.85256,0.781809,0.72902197,0.80501604,0.22672309,0.03170382,0.05,0.042763673,0.027780686,0.7664993,0.034708485,0.28734103,0.15429562,Placement-Ready
0.8209369,0.55337363,0.44608977,0.8574453,0.32963637,0.4913315,0.30620924,0.05786679,0.3423001,0.5058712,0.33263287,0.44221225,0.82669246,Intermediate
0.4610612,0.44668734,0.26314244,0.189072,0.5127547,0.754372,0.59105086,0.0024872909,0.3912771,0.26077363,0.45664576,0.6971424,0.77750754,Beginner
0.5934108,0.38963994,0.14343351,0.35376075,0.8857755,0.7044121,0.4584054,0.0042067333,0.64476806,0.10488785,0.9145832,0.857121,0.79486346,Beginner
0.64725554,0.5635001,0.44537228,0.51299316,0.5142649,0.62438124,0.08115232,0.03152953,0.020479077,0.45064074,0.24139595,0.50383806,0.69948274,Intermediate
0.9010358,0.9031946,0.69451296,0.6867671,0.19361539,0.101231,0.07051538,0.1328887,0.09393862,0.8219268,0.06328155,0.15632291,0.098018534,Placement-Ready
0.8744297,0.82977384,0.8773407,0.9032893,0.24889222,0.04073779,0.07091537,0.03752529,0.100393414,0.98570377,0.016005706,0.28005996,0.19655107,Placement-Ready
0.8781455,0.82756567,0.6562221,0.79609424,0.22844052,0.02747489,0.07732455,0.067001805,0.042799953,0.8124254,0.006699711,0.2132309,0.30466273,Placement-Ready
0.63396186,0.4320533,0.31114748,0.5994503,0.48623905,0.13735679,0.29497126,0.078473285,0.5831789,0.4997122,0.3608163,0.13002233,0.9149629,Intermediate
0.73363566,0.44384176,0.642812,0.6888728,0.45047814,0.27861825,0.2670203,0.03806296,0.14537771,0.40835324,0.38379186,0.45657212,0.8176065,Intermediate
0.53612065,0.8119001,0.5010778,0.538731,0.43992382,0.27520803,0.06140847,0.04691926,0.35625792,0.6642414,0.15703675,0.5370335,0.58441496,Intermediate
0.6733901,0.3232296,0.23409447,0.11169215,0.5665514,0.7447534,0.4288142,0.010633128,0.49306744,0.09090909,0.80359566,0.58782023,0.80962384,Beginner
0.8034227,0.60077214,0.31726035,0.3940001,0.30512986,0.12666474,0.25584605,0.06896022,0.110853784,0.48969042,0.4014325,0.44959375,0.35839584,Intermediate
0.95162034,0.9703245,0.6955528,0.9203729,0.22690308,0.025870018,0.100222155,0.15605652,0.14449893,0.8812162,0.0734874,0.108819,0.045664474,Placement-Ready
0.49402747,0.32693747,0.6730337,0.70327437,0.37099484,0.20122765,0.16622409,0.032690022,0.4974084,0.3933127,0.40863878,0.4313909,0.60826135,Intermediate
0.20967388,0.3223995,0.27894107,0.32426324,0.6972816,1.0,0.3445831,0.10335867,0.64671904,0.37425482,0.6245708,0.6101257,0.9292752,Beginner
0.5111976,0.37560478,0.18021007,0.3476045,0.8053985,0.8317878,0.7604735,0.024357198,0.5290819,0.13222249,0.81707454,0.82737756,0.8069677,Beginner
0.47324988,0.32271338,0.22693846,0.31603202,0.73744434,0.75352883,0.71124846,0.009643489,0.7351741,0.18819317,0.77349883,0.21159369,0.66273355,Beginner
0.5754824,0.36722776,0.15271296,0.009599217,1.0,0.7702763,0.5556853,0.022391738,0.62829584,0.302912,0.9369542,0.45882186,0.85519934,Beginner
0.774112,0.57837826,0.45474052,0.33752877,0.41421932,0.42505714,0.24521701,0.011860188,0.11903845,0.41444808,0.22201754,0.54975086,0.60614765,Intermediate
0.51516724,0.29013917,0.3801538,0.25528777,0.9627845,0.7639513,0.7171043,0.0,0.6742107,0.11500227,0.62304026,0.9116155,0.77434754,Beginner
0.6572855,0.37762284,0.18128532,0.3984617,0.7534953,0.6512962,0.695067,0.002219004,0.8043249,0.09090909,0.5924918,0.5135465,0.89114,Beginner
0.6593167,0.49015594,0.23958555,0.2633532,0.81453186,0.8973351,0.8321398,0.010008327,0.650518,0.24114968,0.5793469,0.83189124,1.0,Beginner
0.7401282,0.63369733,0.69691753,0.5976907,0.42195714,0.3997588,0.30636343,0.038521834,0.2678569,0.56504565,0.33328477,0.4328634,0.38992164,Intermediate
0.34549302,0.19695942,0.124917164,0.4886584,0.78835374,0.6027743,0.6248084,0.026549773,0.52206385,0.2442737,0.92796916,0.36628643,0.7233905,Beginner
0.59606725,0.50658053,0.49389648,0.45958334,0.56740195,0.41245347,0.34717262,0.042768978,0.12897041,0.27599174,0.191041,0.50212884,0.67798245,Intermediate
0.93052447,0.84413886,0.78459114,0.8313223,0.15372032,0.08003035,0.06134252,0.18770303,0.0,0.85140216,0.0,0.06489203,0.1623191,Placement-Ready
0.26615015,0.47531947,0.19078779,0.14914083,0.89475244,0.65463156,0.4317101,0.0070314533,0.5910787,0.30383456,0.45988685,0.6534621,0.87498844,Beginner
0.89209956,0.81625915,0.7352349,1.0,0.11131593,0.12690309,0.05,0.053314492,0.18458973,0.9597311,0.16028415,0.1423134,0.31422684,Placement-Ready
0.84699565,0.8820228,0.7205776,0.7740731,0.16143076,0.040076133,0.052193943,0.06530098,0.04430861,0.97748,0.028729431,0.011795117,0.23487704,Placement-Ready
0.66556364,0.6009126,0.32093072,0.42089558,0.26572803,0.4523076,0.31695807,0.030053379,0.28818423,0.455652,0.30938342,0.335702,0.8457083,Intermediate
0.75906205,0.8817154,0.8069437,0.6797549,0.14354727,0.12359969,0.051555086,0.11286098,0.0,0.78722537,0.04839565,0.001266957,0.3371559,Placement-Ready
0.46363452,0.26661804,0.31385,0.29435706,0.77557135,0.78715754,0.28582478,0.0016978016,0.361215,0.19481301,1.0,0.984695,0.8765661,Beginner
0.4068498,0.16858542,0.36133245,0.029671362,0.67399305,0.89169097,0.6419427,0.018586671,0.70856565,0.3154166,0.7943141,0.74951714,0.7130904,Beginner
0.7191123,0.64521885,0.59989256,0.7898248,0.44868276,0.45710894,0.14053297,0.09421685,0.22869861,0.09186944,0.026916381,0.4987615,0.40903294,Intermediate
0.71834195,0.48011732,0.30923486,0.4241628,0.38208964,0.5913366,0.29592428,0.033517044,0.3888511,0.34848425,0.0,0.26497743,0.6687661,Intermediate
0.70160365,0.5969136,0.33896688,0.6095421,0.30816838,0.15650956,0.12361284,0.056468625,0.5041556,0.45984924,0.3253657,0.62743425,0.36833176,Intermediate
0.6628852,0.39378384,0.15279119,0.26976374,0.7372864,0.80757004,0.7086998,0.06685936,0.4298887,0.19133957,0.48771796,0.46139896,0.9060921,Beginner
0.6030567,0.5929708,0.89160347,0.39167723,0.35294607,0.16809633,0.26247638,0.022954717,0.28368735,0.18862338,0.37411448,0.6333518,0.54240847,Intermediate
0.7678318,0.6406276,0.4527757,0.47435114,0.3937572,0.4145897,0.28778824,0.0449909,0.0,0.3870041,0.15795691,0.75828314,0.6088969,Intermediate
0.84116465,0.53926706,0.8558279,0.5799216,0.4948426,0.48911932,0.18019983,0.039418608,0.31015617,0.19953713,0.3985173,0.16563807,0.6022001,Intermediate
0.3927793,0.31976756,0.018271616,0.30140236,0.850441,0.72301817,0.7783401,0.05535528,0.6673,0.09090909,0.8110635,0.94295895,0.6806172,Beginner
0.8516745,0.68579125,0.4024087,0.5007803,0.3979213,0.62589455,0.3368654,0.053779557,0.43859616,0.52894694,0.3475533,0.59708446,0.67755413,Intermediate
0.5697715,0.28154486,0.26738638,0.26191765,0.73310536,0.79742163,0.46949434,0.00593553,0.4944012,0.30482447,0.26684755,0.7093398,0.8041126,Beginner
0.9918057,0.8416535,0.8309257,1.0,0.12370599,0.006898571,0.068874925,0.09460787,0.08499815,0.88158566,0.012832867,0.20995684,0.40476692,Placement-Ready
0.5930557,0.3507274,0.30533397,0.39031547,0.99899054,0.81730646,0.56657636,0.01216477,0.8413018,0.1075513,0.805301,0.5909992,0.8034494,Beginner
0.81981474,0.86331034,0.6460106,0.764952,0.1414053,0.014078892,0.07089135,0.085714415,0.09331326,0.8273874,0.01305967,0.07618243,0.22684197,Placement-Ready
0.9082439,0.9076698,0.80478096,0.9975787,0.21694174,0.11817752,0.12474613,0.08373081,0.0,0.91389906,0.06535627,0.17380312,0.34247637,Placement-Ready
0.66053206,0.6655045,0.73868716,0.71038365,0.45231602,0.22608979,0.23202676,0.05088579,0.40449473,0.5414545,0.32034484,0.46805248,0.70806855,Intermediate
0.6398006,0.79897904,0.60912675,0.43479604,0.25944212,0.5508404,0.15027085,0.06281546,0.32009104,0.63436836,0.3611942,0.44541323,0.90918684,Intermediate
0.9968579,0.9336559,0.72518396,0.7934928,0.13212563,0.07096077,0.05,0.19884449,0.0,0.75926375,0.055650093,0.042609356,0.28442907,Placement-Ready
0.896185,0.7786447,0.7961216,0.84513044,0.17787057,0.067454055,0.05,0.19368525,0.047477327,0.7350679,0.10890576,0.081533104,0.27621406,Placement-Ready
0.50858516,0.19674762,0.25183415,0.46711677,0.7589598,0.5928549,0.46958223,0.09294006,0.4430476,0.14813563,0.53916496,0.65234274,0.9082733,Beginner
0.67528284,0.502472,0.2872811,0.50153816,0.6120841,0.6128671,0.08304731,0.0070178867,0.28713706,0.71521753,0.37993076,0.44506714,0.53158885,Intermediate
0.7015034,0.49623573,0.5986681,0.6269772,0.29500893,0.42332083,0.3030151,0.011974058,0.03364916,0.54291975,0.46918857,0.733153,0.41608986,Intermediate
0.53860986,0.5051417,0.49031788,0.4932884,0.444082,0.28278014,0.05883578,0.044480823,0.09651824,0.48240724,0.15754436,0.3767981,0.6273882,Intermediate
0.83351046,0.7138611,0.58049124,0.5984379,0.4319121,0.55805767,0.37235796,0.07857417,0.306199,0.5302228,0.46122557,0.3564426,0.55223745,Intermediate
0.81250846,0.83081096,0.7451183,0.8115395,0.2916078,0.008055481,0.0724453,0.148205,0.0009895369,0.90787184,0.05601137,0.17994472,0.20920007,Placement-Ready
0.54584336,0.52967364,0.31587228,0.69557977,0.45720857,0.62274283,0.20587444,0.03125534,0.2212784,0.272804,0.4714382,0.9564951,0.49142823,Intermediate
0.5643841,0.1364321,0.19846916,0.23196976,0.78557473,0.8274496,1.0,0.014699174,0.604848,0.09090909,0.46648404,0.8255391,0.7343859,Beginner
0.5944688,0.25660095,0.33964574,0.4034122,0.64151525,0.8749785,0.46971148,0.0,0.5150804,0.21796705,0.6805895,0.60394275,0.9372279,Beginner
0.93610686,0.9274742,0.8389289,0.7312376,0.17593277,0.03705771,0.102220945,0.048445255,0.0,0.87456733,0.07753336,0.14693025,0.16898806,Placement-Ready
0.36768216,0.43636072,0.18492581,0.32339218,0.7973012,0.69719714,1.0,0.0,0.85782635,0.24149151,0.67807126,0.8943978,0.5782268,Beginner
0.40261444,0.28920162,0.2109615,0.35733506,0.84182286,0.5421278,0.5350516,0.016393038,0.70205045,0.20563787,0.89001346,0.59574246,0.8214404,Beginner
0.21779509,0.29857308,0.20428066,0.15365617,0.79688203,0.6809689,0.42589396,0.012269789,0.6727943,0.15105389,0.8897354,0.6895962,0.64593756,Beginner
0.75660574,0.57165164,0.42184752,0.59686106,0.5649191,0.5091365,0.19923072,0.019923901,0.047689907,0.63401353,0.18539013,0.401173,0.79818165,Intermediate
0.5528733,0.25838056,0.12959446,0.19599846,0.98023903,0.63969976,0.6716907,0.0049510445,0.75158435,0.24413706,1.0,0.6236654,0.8802386,Beginner
0.9077165,0.9549322,0.7251134,0.8786047,0.07153215,0.079321004,0.07750655,0.13883518,0.20068966,0.80626196,0.12923986,0.19185859,0.1521361,Placement-Ready
0.82882106,0.7038147,0.5486269,0.5279882,0.3612239,0.24833341,0.25045294,0.064600274,0.19114986,0.44947028,0.21871653,0.48140314,0.5175925,Intermediate
0.6814451,0.78093433,0.41670692,0.5418183,0.37339833,0.16989952,0.201489,0.058690827,0.25819817,0.24391529,0.64488995,0.48992667,0.6167541,Intermediate
0.8836616,0.7582651,0.7758529,0.82577056,0.14561503,0.20918128,0.061830804,0.044306826,0.13771947,0.95173055,0.053402103,0.21084836,0.19605649,Placement-Ready
0.8936207,0.9487323,0.79289216,0.9194214,0.31233576,0.0,0.06312647,0.15967691,0.06332757,0.958969,0.056971807,0.16647954,0.14437783,Placement-Ready
0.6883139,0.1837061,0.1914068,0.36436114,0.746685,0.7890623,0.5720916,0.013069452,0.5543055,0.2424605,0.5182415,0.5955032,0.8355887,Beginner
0.45985,0.49412173,0.14973415,0.20463905,0.82638353,0.81697345,0.55686647,0.0037838814,0.7762815,0.24737594,0.6125589,0.8533164,0.94042385,Beginner
0.76559603,0.6198428,0.46999535,0.5332285,0.41087848,0.21973437,0.21518926,0.044590257,0.09733883,0.3402116,0.3492608,0.45142677,0.5536857,Intermediate
0.35785696,0.3897066,0.32199,0.32818264,0.6210138,0.68977624,0.59869576,0.015880503,0.7336681,0.11507511,0.76229936,0.71859205,0.97469866,Beginner
0.83847874,0.60496515,0.44694123,0.43891186,0.3958482,0.31938958,0.3188347,0.06389274,0.46511996,0.28282332,0.348127,0.34088016,0.41693786,Intermediate
0.9059511,0.9121568,0.72953165,0.87253666,0.23501343,0.09846503,0.08903497,0.029518308,0.06522687,0.795037,0.07889829,0.11056535,0.19953735,Placement-Ready
0.876315,0.7901025,0.8576069,0.777909,0.1904666,0.083258234,0.098641686,0.18522912,0.0847985,0.8957208,0.01708123,0.06449039,0.13543092,Placement-Ready
0.44074893,0.44473058,0.26544824,0.12404134,0.9960511,0.96609217,1.0,0.0017247066,0.6485764,0.09090909,0.83297235,0.56776994,1.0,Beginner
0.8092917,0.77215284,0.73746896,0.8833919,0.17038216,0.050576046,0.11050991,0.20614249,0.02928101,0.7082029,0.0,0.16914321,0.28559557,Placement-Ready
0.69002867,0.31917724,0.16100529,0.25299639,0.96832263,0.46905577,0.17661949,0.021199292,0.3072747,0.14726618,0.84127194,0.6411161,0.79120547,Beginner
0.6624282,0.66300774,0.4415571,0.60676455,0.4068931,0.34223315,0.2977812,0.05027184,0.28007907,0.40594319,0.3093118,0.48330653,0.45162868,Intermediate
0.5902262,0.21033578,0.2873587,0.20569514,0.35561845,0.6637767,0.39229125,0.0,0.35251468,0.1917644,0.9492961,0.6969777,0.7272196,Beginner
0.25089273,0.3530343,0.24435937,0.12309824,0.885168,0.7025143,0.64283377,0.0029318877,0.6320538,0.14328787,0.6351583,0.7601159,0.61547506,Beginner
0.5658278,0.9887467,0.31264338,0.5982138,0.27103654,0.1635802,0.071690455,0.07937357,0.48186764,0.45434737,0.1542106,0.40837124,0.81321573,Intermediate
0.35309488,0.46422723,0.30034703,0.16648763,1.0,0.8702104,0.5085286,0.0045863586,0.82420784,0.19761539,0.62238526,0.62778366,0.75113636,Beginner
0.8140013,0.5489941,0.55389404,0.45878962,0.4161185,0.29706424,0.20135945,0.053632684,0.22536139,0.6273243,0.28319207,0.60699725,0.48571083,Intermediate
0.55230314,0.5347122,0.40540177,0.5623546,0.44693077,0.27075917,0.28907213,0.017958121,0.32346538,0.12662585,0.3019098,0.4123964,0.6585523,Intermediate
0.81844264,0.9655365,0.76622385,0.8080137,0.21639587,0.16019565,0.05,0.10634384,0.09234349,0.88981766,0.14611506,0.19120896,0.4008224,Placement-Ready
0.34542197,0.31504744,0.23261076,0.2733946,0.7880473,0.7965901,0.44086897,0.02246097,0.55269253,0.09090909,0.778211,0.52232295,0.87984014,Beginner
0.39721012,0.25423154,0.303737,0.34282693,0.7173108,0.7010004,0.48977676,0.0,0.4285115,0.19983794,0.7987889,0.67228216,0.76379204,Beginner
0.36866495,0.341961,0.15088937,0.40353578,0.9479254,0.80753165,0.57409656,0.015724855,0.45862147,0.25959596,0.99742216,0.8105916,0.7124477,Beginner
0.92645514,0.8321697,0.7414674,0.7847776,0.100851804,0.012678009,0.065864556,0.052452847,0.0,0.95837635,0.09345077,0.11385306,0.44715744,Placement-Ready
0.66827714,0.64123,0.54886967,0.5435293,0.3090348,0.5655726,0.3812208,0.00921849,0.27693224,0.43498775,0.2960813,0.45964423,0.7420292,Intermediate
0.3437211,0.2995437,0.16541259,0.24421655,0.9823374,0.83562946,0.6985373,0.0851427,0.310878,0.10507846,0.6985198,0.7186515,0.8083583,Beginner
0.7001913,0.613906,0.66119653,0.75550365,0.37604505,0.4998804,0.28638914,0.049478073,0.33063823,0.36072606,0.26326808,0.3629047,0.7352065,Intermediate
0.7241894,0.5564693,0.4043801,0.29379895,0.38188905,0.6079067,0.323008,0.054305952,0.18989925,0.59054625,0.2856829,0.68624014,0.4528369,Intermediate
0.9489305,0.80017006,0.7684319,0.7444673,0.19414817,0.08408585,0.09920051,0.17378251,0.0775759,0.8994778,0.07560475,0.19876447,0.10876678,Placement-Ready
0.9077977,0.83305603,0.7139776,0.7878223,0.16437893,0.09645277,0.097701214,0.10559553,0.11063379,0.7088724,0.029726218,0.313861,0.10573872,Placement-Ready
0.39269245,0.33105397,0.13078262,0.15482384,0.6130548,0.65094113,0.5944061,0.013207791,0.47989866,0.2790258,0.7187692,0.53184164,0.82715505,Beginner
0.5924201,0.31103897,0.26059368,0.14008904,0.9618109,0.51092535,0.4867743,0.016060939,0.8080377,0.09090909,1.0,0.51537627,0.64253813,Beginner
0.2289122,0.1994685,0.16214652,0.29399276,0.67230904,0.9819736,0.80543023,0.017602956,0.5760682,0.31948006,0.71729916,0.64531076,0.82039696,Beginner
0.64142746,0.31943333,0.20821278,0.36567104,0.82908434,0.7798842,1.0,0.008697632,0.5364478,0.19241624,0.9107274,0.4240199,0.5641333,Beginner
0.69339216,0.57351303,0.4713249,0.79852235,0.5997512,0.30938038,0.33489704,0.00904385,0.2509756,0.3062481,0.42238006,0.52267843,0.7013171,Intermediate
0.34747514,0.23869053,0.37298542,0.37782726,0.52285993,0.65298396,0.8409846,0.0011233386,0.75413567,0.24245964,0.645128,0.64867747,0.54919785,Beginner
0.47762206,0.17691357,0.23819679,0.40685713,0.5505442,0.7476951,0.6519766,0.06365089,0.35260984,0.09090909,0.82829124,0.6945477,0.8300592,Beginner
0.8129438,0.51533455,0.27540636,0.57245654,0.4897572,0.35036105,0.11300617,0.021563614,0.1231113,0.3710412,0.16087435,0.47201684,0.5178628,Intermediate
0.66651976,0.1139552,0.28913948,0.1814351,0.8211512,0.8712006,0.49007908,0.0,0.90110904,0.28768942,0.7369116,0.7780132,0.7556736,Beginner
0.88054186,0.85528487,0.86170906,0.92289704,0.15124455,0.1091619,0.05,0.15371905,0.057424765,0.89808905,0.062153313,0.3167257,0.12987003,Placement-Ready
0.6089801,0.7282084,0.5360781,0.56268257,0.5003637,0.0,0.27414,0.07004188,0.2818489,0.402433,0.33538124,0.652417,0.66765654,Intermediate
0.91268754,0.9043927,0.5547352,0.8462319,0.1334069,0.17008175,0.090355426,0.14305818,0.028403351,0.89974624,0.024308862,0.14202197,0.16216366,Placement-Ready
0.96364975,0.8550587,0.6574868,0.84935385,0.14723036,0.13509385,0.07435812,0.068486474,0.0,0.8617291,0.0,0.10854678,0.24310303,Placement-Ready
0.9697814,0.9732058,0.69153756,0.8826813,0.12724647,0.019764679,0.083975695,0.1353266,0.10725007,0.8321658,0.07195691,0.16692033,0.13381712,Placement-Ready
0.56093526,0.21181254,0.20695464,0.16061169,0.69038993,0.6983222,0.441516,0.008427713,0.22127707,0.20120852,0.75018084,0.52743673,0.8791095,Beginner
0.6431688,0.46432713,0.20581147,0.27321583,0.6464708,0.64323276,0.9135357,0.017110813,0.68370885,0.09090909,0.6425291,0.9108488,0.84929985,Beginner
0.5649782,0.6915043,0.4358603,0.57153773,0.4184962,0.21421489,0.33588606,0.05395946,0.37867147,0.54726845,0.5910916,0.2963103,0.46608478,Intermediate
0.6650529,0.5144814,0.51521856,0.50892013,0.47707832,0.48090905,0.15772514,0.049264498,0.3957775,0.43063977,0.2126139,0.28613946,0.7281401,Intermediate
0.701124,0.5841045,0.4530377,0.6342603,0.43495578,0.3022783,0.28408727,0.0,0.42529085,0.57668656,0.23923425,0.34420246,0.5913715,Intermediate
